sep=,
"Time","Global Solar","Amerisolar AS-6M Solar Altitude","Amerisolar AS-6M Solar Azimuth","Amerisolar AS-6M Angle of Incidence","Amerisolar AS-6M Incident Solar","Amerisolar AS-6M Power Output","Amerisolar AS-6M Cell Temperature","Wind Speed","Vestas V90 3MW [3MW] Power Output","Vestas V90 3MW [3MW] Operating Status","Ambient Temperature","Grid Purchases","Grid Sales","Total Electrical Load Served","Renewable Penetration","Capacity Shortage","Total Renewable Power Output","Inverter Power Input","Inverter Power Output","Rectifier Power Input","Rectifier Power Output","AC Required Operating Capacity","DC Required Operating Capacity","AC Operating Capacity","DC Operating Capacity"
,"kW/m2","°","°","°","kW/m2","kW","°C","m/s","kW","status","°C","kW","kW","kW","%","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW"
"01/01/2007 00:00:00","0","0","121.2553","90","0","0","13.8","3","776.8392","0","13.8","0","776.8392","776.8392","100","0","776.8392","0","0","0","0","776.8392","0","1000776","0"
"01/01/2007 01:00:00","0","0","-127.4116","90","0","0","13.1","2.6","478.5939","0","13.1","0","478.5939","478.5939","100","0","478.5939","0","0","0","0","478.5939","0","1000478","0"
"01/01/2007 02:00:00","0","0","-99.10188","90","0","0","12.5","2.7","553.1553","0","12.5","0","553.1553","553.1553","100","0","553.1553","0","0","0","0","553.1553","0","1000552","0"
"01/01/2007 03:00:00","0","0","-89.95338","90","0","0","12.2","3","776.8392","0","12.2","0","776.8392","776.8392","100","0","776.8392","0","0","0","0","776.8392","0","1000776","0"
"01/01/2007 04:00:00","0","0","-83.758","90","0","0","11.9","2.5","404.0327","0","11.9","0","404.0327","404.0327","100","0","404.0327","0","0","0","0","404.0327","0","1000403","0"
"01/01/2007 05:00:00","0","0","-78.25252","90","0","0","11.7","2.7","553.1553","0","11.7","0","553.1553","553.1553","100","0","553.1553","0","0","0","0","553.1553","0","1000552","0"
"01/01/2007 06:00:00","0","0","-72.66869","90","0","0","11.5","2.3","254.91","0","11.5","0","254.91","254.91","100","0","254.91","0","0","0","0","254.91","0","1000254","0"
"01/01/2007 07:00:00","0","0","-66.53059","90","0","0","11.5","3","776.8392","0","11.5","0","776.8392","776.8392","100","0","776.8392","0","0","0","0","776.8392","0","1000776","0"
"01/01/2007 08:00:00","0.089","6.694545","-59.38104","83.64569","0.085756","396.6773","15.02771","2.9","702.278","0","12.9","0","1093.005","1093.005","100.5444","0","1098.955","396.6773","390.7272","0","0","702.278","396.6773","1000701","396.6773"
"01/01/2007 09:00:00","0.276","17.56089","-50.67714","70.21207","0.3038941","1376.019","22.78131","4.9","4045.699","0","15.2","0","5401.078","5401.078","100.3821","0","5421.718","1376.019","1355.379","0","0","4045.699","1376.019","1004045","1376.019"
"01/01/2007 10:00:00","0.456","26.98577","-39.77405","57.29502","0.5367536","2372.984","31.27041","4.6","3245.145","0","17.8","0","5582.534","5582.534","100.6376","0","5618.129","2372.984","2337.389","0","0","3245.145","2372.984","1003244","2372.984"
"01/01/2007 11:00:00","0.593","34.21946","-26.10302","45.3924","0.733733","3175.053","38.70956","4.9","4045.699","0","20.2","0","7173.126","7173.126","100.6639","0","7220.752","3175.053","3127.427","0","0","4045.699","3175.053","1004045","3175.053"
"01/01/2007 12:00:00","0.663","38.32371","-9.741472","35.57977","0.8603191","3665.666","43.98246","5.6","6144.633","0","22.2","0","9755.314","9755.314","100.5636","0","9810.299","3665.666","3610.681","0","0","6144.633","3665.666","1006144","3665.666"
"01/01/2007 13:00:00","0.664","38.53941","7.890701","30.01196","0.9098166","3845.657","46.67871","6","7583.536","0","23.6","0","11371.51","11371.51","100.5073","0","11429.19","3845.657","3787.972","0","0","7583.536","3845.657","1007583","3845.657"
"01/01/2007 14:00:00","0.596","34.82072","24.48059","31.07345","0.874977","3699.333","46.59365","5.6","6144.633","0","24.4","0","9788.477","9788.477","100.5669","0","9843.966","3699.333","3643.843","0","0","6144.633","3699.333","1006144","3699.333"
"01/01/2007 15:00:00","0.466","27.87366","38.4601","38.21419","0.7521573","3209.02","43.53804","6.6","10121.94","0","24.5","0","13282.82","13282.82","100.3624","0","13330.96","3209.02","3160.884","0","0","10121.94","3209.02","1010121","3209.02"
"01/01/2007 16:00:00","0.289","18.6414","49.63516","48.82673","0.533902","2320.118","37.25489","5.8","6864.085","0","23.8","0","9149.402","9149.402","100.3804","0","9184.204","2320.118","2285.317","0","0","6864.085","2320.118","1006863","2320.118"
"01/01/2007 17:00:00","0.102","7.900326","58.54087","61.11259","0.2370415","1056.721","28.33662","6","7583.536","0","22.4","0","8624.406","8624.406","100.1838","0","8640.258","1056.721","1040.871","0","0","7583.536","1056.721","1007583","1056.721"
"01/01/2007 18:00:00","0","0","65.82773","90","0","0","20.7","4.9","4045.699","0","20.7","0","4045.699","4045.699","100","0","4045.699","0","0","0","0","4045.699","0","1004045","0"
"01/01/2007 19:00:00","0","0","72.05065","90","0","0","19.5","4.4","2850.746","0","19.5","0","2850.746","2850.746","100","0","2850.746","0","0","0","0","2850.746","0","1002850","0"
"01/01/2007 20:00:00","0","0","77.67239","90","0","0","18.4","3.9","1889.298","0","18.4","0","1889.298","1889.298","100","0","1889.298","0","0","0","0","1889.298","0","1001888","0"
"01/01/2007 21:00:00","0","0","83.15883","90","0","0","17.2","3","776.8392","0","17.2","0","776.8392","776.8392","100","0","776.8392","0","0","0","0","776.8392","0","1000776","0"
"01/01/2007 22:00:00","0","0","89.22113","90","0","0","16","2.6","478.5939","0","16","0","478.5939","478.5939","100","0","478.5939","0","0","0","0","478.5939","0","1000478","0"
"01/01/2007 23:00:00","0","0","97.81119","90","0","0","14.8","2.5","404.0327","0","14.8","0","404.0327","404.0327","100","0","404.0327","0","0","0","0","404.0327","0","1000403","0"
"02/01/2007 00:00:00","0","0","121.2656","90","0","0","13.6","2.5","404.0327","0","13.6","0","404.0327","404.0327","100","0","404.0327","0","0","0","0","404.0327","0","1000403","0"
"02/01/2007 01:00:00","0","0","-128.3305","90","0","0","12.3","3.5","1352.06","0","12.3","0","1352.06","1352.06","100","0","1352.06","0","0","0","0","1352.06","0","1001351","0"
"02/01/2007 02:00:00","0","0","-99.40308","90","0","0","11","5.1","4579.4","0","11","0","4579.4","4579.4","100","0","4579.4","0","0","0","0","4579.4","0","1004578","0"
"02/01/2007 03:00:00","0","0","-90.13618","90","0","0","10.3","4.6","3245.145","0","10.3","0","3245.145","3245.145","100","0","3245.145","0","0","0","0","3245.145","0","1003244","0"
"02/01/2007 04:00:00","0","0","-83.89838","90","0","0","9.6","4.4","2850.746","0","9.6","0","2850.746","2850.746","100","0","2850.746","0","0","0","0","2850.746","0","1002850","0"
"02/01/2007 05:00:00","0","0","-78.3745","90","0","0","9.1","3.8","1713.093","0","9.1","0","1713.093","1713.093","100","0","1713.093","0","0","0","0","1713.093","0","1001712","0"
"02/01/2007 06:00:00","0","0","-72.78362","90","0","0","8.6","4.2","2466.167","0","8.6","0","2466.167","2466.167","100","0","2466.167","0","0","0","0","2466.167","0","1002465","0"
"02/01/2007 07:00:00","0","0","-66.64561","90","0","0","8.5","3.1","870.6814","0","8.5","0","870.6814","870.6814","100","0","870.6814","0","0","0","0","870.6814","0","1000870","0"
"02/01/2007 08:00:00","0.092","6.650588","-59.50166","83.73528","0.0881789","411.3788","11.88296","3.6","1472.404","0","9.7","0","1877.612","1877.612","100.3286","0","1883.783","411.3788","405.2081","0","0","1472.404","411.3788","1001471","411.3788"
"02/01/2007 09:00:00","0.283","17.53346","-50.80785","70.29057","0.3123125","1426.759","19.57375","3.8","1713.093","0","11.8","0","3118.451","3118.451","100.6863","0","3139.853","1426.759","1405.358","0","0","1713.093","1426.759","1001712","1426.759"
"02/01/2007 10:00:00","0.466","26.98052","-39.91712","57.35815","0.5492644","2451.956","27.85145","4.6","3245.145","0","14.1","0","5660.322","5660.322","100.6498","0","5697.101","2451.956","2415.176","0","0","3245.145","2451.956","1003244","2451.956"
"02/01/2007 11:00:00","0.601","34.24281","-26.25476","45.43209","0.7436147","3253.421","34.90928","4.2","2466.167","0","16.2","0","5670.786","5670.786","100.8606","0","5719.587","3253.421","3204.619","0","0","2466.167","3253.421","1002465","3253.421"
"02/01/2007 12:00:00","0.673","38.38","-9.887504","35.58139","0.8732913","3766.436","39.84757","5.6","6144.633","0","17.8","0","9854.573","9854.573","100.5733","0","9911.069","3766.436","3709.94","0","0","6144.633","3766.436","1006144","3766.436"
"02/01/2007 13:00:00","0.675","38.62662","7.771523","29.95799","0.9251129","3960.219","42.39725","6","7583.536","0","19","0","11484.35","11484.35","100.5173","0","11543.75","3960.219","3900.815","0","0","7583.536","3960.219","1007583","3960.219"
"02/01/2007 14:00:00","0.61","34.9301","24.40047","30.96949","0.897107","3840.426","42.38882","5.1","4579.4","0","19.7","0","8362.22","8362.22","100.6889","0","8419.826","3840.426","3782.82","0","0","4579.4","3840.426","1004578","3840.426"
"02/01/2007 15:00:00","0.481","27.99518","38.41601","38.08944","0.7812194","3372.576","39.51856","5.8","6864.085","0","19.8","0","10186.07","10186.07","100.4966","0","10236.66","3372.576","3321.987","0","0","6864.085","3372.576","1006863","3372.576"
"02/01/2007 16:00:00","0.3","18.76795","49.61778","48.69931","0.5637522","2478.157","33.26772","5.1","4579.4","0","19.1","0","7020.385","7020.385","100.5295","0","7057.557","2478.157","2440.984","0","0","4579.4","2478.157","1004578","2478.157"
"02/01/2007 17:00:00","0.106","8.027929","58.54212","60.98853","0.2524267","1139.411","23.9023","5.4","5425.183","0","17.6","0","6547.503","6547.503","100.261","0","6564.594","1139.411","1122.32","0","0","5425.183","1139.411","1005424","1139.411"
"02/01/2007 18:00:00","0","0","65.8427","90","0","0","16","3.6","1472.404","0","16","0","1472.404","1472.404","100","0","1472.404","0","0","0","0","1472.404","0","1001471","0"
"02/01/2007 19:00:00","0","0","72.07723","90","0","0","15","2.8","627.7166","0","15","0","627.7166","627.7166","100","0","627.7166","0","0","0","0","627.7166","0","1000627","0"
"02/01/2007 20:00:00","0","0","77.7108","90","0","0","14","2.2","219.4512","0","14","0","219.4512","219.4512","100","0","219.4512","0","0","0","0","219.4512","0","1000218","0"
"02/01/2007 21:00:00","0","0","83.21178","90","0","0","13","1.8","88.64188","0","13","0","88.64188","88.64188","100","0","88.64188","0","0","0","0","88.64188","0","1000088","0"
"02/01/2007 22:00:00","0","0","89.29494","90","0","0","12","1.4","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"02/01/2007 23:00:00","0","0","97.9157","90","0","0","11","0.9","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 00:00:00","0","0","121.3131","90","0","0","10.4","0.7","0","0","10.4","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 01:00:00","0","0","-129.2899","90","0","0","9.8","0.6","0","0","9.8","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 02:00:00","0","0","-99.72432","90","0","0","9.2","1.2","0","0","9.2","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 03:00:00","0","0","-90.33115","90","0","0","8.8","1","0","0","8.8","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 04:00:00","0","0","-84.04768","90","0","0","8.5","0.7","0","0","8.5","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 05:00:00","0","0","-78.50371","90","0","0","8.3","0.5","0","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 06:00:00","0","0","-72.90479","90","0","0","8.1","0.7","0","0","8.1","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 07:00:00","0","0","-66.76624","90","0","0","8.1","0.9","0","0","8.1","0","0","0","0","0","0","0","0","0","0","0","0","999999","0"
"03/01/2007 08:00:00","0.092","6.611023","-59.62743","83.82297","0.08771977","409.3601","11.77142","1.2","0","0","9.6","0","403.2197","403.2197","101.5228","0","409.3601","409.3601","403.2197","0","0","0","409.3601","999999","409.3601"
"03/01/2007 09:00:00","0.286","17.51102","-50.94324","70.36648","0.3154914","1439.766","19.95499","1.6","23.23725","0","12.1","0","1441.407","1441.407","101.4983","0","1463.003","1439.766","1418.17","0","0","23.23725","1439.766","1000022","1439.766"
"03/01/2007 10:00:00","0.47","26.98091","-40.06417","57.41792","0.5536513","2466.539","28.56824","2.3","254.91","0","14.7","0","2684.451","2684.451","101.3782","0","2721.449","2466.539","2429.541","0","0","254.91","2466.539","1000254","2466.539"
"03/01/2007 11:00:00","0.609","34.27238","-26.40922","45.46745","0.7532448","3283.605","36.1682","2.6","478.5939","0","17.2","0","3712.945","3712.945","101.3266","0","3762.199","3283.605","3234.351","0","0","478.5939","3283.605","1000478","3283.605"
"03/01/2007 12:00:00","0.686","38.44289","-10.03423","35.57755","0.889993","3816.578","41.7997","3.1","870.6814","0","19.3","0","4630.011","4630.011","101.2365","0","4687.26","3816.578","3759.33","0","0","870.6814","3816.578","1000870","3816.578"
"03/01/2007 13:00:00","0.691","38.72029","7.654139","29.89766","0.9472006","4026.146","44.79572","2.9","702.278","0","20.8","0","4668.032","4668.032","101.2937","0","4728.424","4026.146","3965.754","0","0","702.278","4026.146","1000701","4026.146"
"03/01/2007 14:00:00","0.628","35.04531","24.32424","30.85954","0.9247556","3926.817","45.13258","2.5","404.0327","0","21.7","0","4271.947","4271.947","101.3788","0","4330.85","3926.817","3867.915","0","0","404.0327","3926.817","1000403","3926.817"
"03/01/2007 15:00:00","0.498","28.12164","38.37708","37.96024","0.8126476","3478.2","42.45367","2.8","627.7166","0","21.9","0","4053.743","4053.743","101.287","0","4105.917","3478.2","3426.027","0","0","627.7166","3478.2","1000627","3478.2"
"03/01/2007 16:00:00","0.317","18.89853","49.60612","48.56893","0.6095791","2654.359","36.55455","3.9","1889.298","0","21.2","0","4503.841","4503.841","100.884","0","4543.657","2654.359","2614.543","0","0","1889.298","2654.359","1001888","2654.359"
"03/01/2007 17:00:00","0.116","8.158778","58.54939","60.86264","0.3037641","1358.127","27.30215","5.4","5425.183","0","19.7","0","6762.938","6762.938","100.3012","0","6783.31","1358.127","1337.755","0","0","5425.183","1358.127","1005424","1358.127"
"03/01/2007 18:00:00","0","0","65.86396","90","0","0","18","4.6","3245.145","0","18","0","3245.145","3245.145","100","0","3245.145","0","0","0","0","3245.145","0","1003244","0"
"03/01/2007 19:00:00","0","0","72.11051","90","0","0","16.9","3.5","1352.06","0","16.9","0","1352.06","1352.06","100","0","1352.06","0","0","0","0","1352.06","0","1001351","0"
"03/01/2007 20:00:00","0","0","77.75663","90","0","0","15.9","3.1","870.6814","0","15.9","0","870.6814","870.6814","100","0","870.6814","0","0","0","0","870.6814","0","1000870","0"
"03/01/2007 21:00:00","0","0","83.27345","90","0","0","14.8","3.3","1111.371","0","14.8","0","1111.371","1111.371","100","0","1111.371","0","0","0","0","1111.371","0","1001110","0"
"03/01/2007 22:00:00","0","0","89.37995","90","0","0","13.8","3.1","870.6814","0","13.8","0","870.6814","870.6814","100","0","870.6814","0","0","0","0","870.6814","0","1000870","0"
"03/01/2007 23:00:00","0","0","98.03698","90","0","0","12.7","3.3","1111.371","0","12.7","0","1111.371","1111.371","100","0","1111.371","0","0","0","0","1111.371","0","1001110","0"
"04/01/2007 00:00:00","0","0","121.3962","90","0","0","11.6","3.1","870.6814","0","11.6","0","870.6814","870.6814","100","0","870.6814","0","0","0","0","870.6814","0","1000870","0"
"04/01/2007 01:00:00","0","0","-130.2869","90","0","0","10.5","3.1","870.6814","0","10.5","0","870.6814","870.6814","100","0","870.6814","0","0","0","0","870.6814","0","1000870","0"
"04/01/2007 02:00:00","0","0","-100.0655","90","0","0","9.4","4.2","2466.167","0","9.4","0","2466.167","2466.167","100","0","2466.167","0","0","0","0","2466.167","0","1002465","0"
"04/01/2007 03:00:00","0","0","-90.53825","90","0","0","8.8","4.6","3245.145","0","8.8","0","3245.145","3245.145","100","0","3245.145","0","0","0","0","3245.145","0","1003244","0"
"04/01/2007 04:00:00","0","0","-84.20584","90","0","0","8.2","4.6","3245.145","0","8.2","0","3245.145","3245.145","100","0","3245.145","0","0","0","0","3245.145","0","1003244","0"
"04/01/2007 05:00:00","0","0","-78.64008","90","0","0","7.7","3.6","1472.404","0","7.7","0","1472.404","1472.404","100","0","1472.404","0","0","0","0","1472.404","0","1001471","0"
"04/01/2007 06:00:00","0","0","-73.03215","90","0","0","7.3","2.9","702.278","0","7.3","0","702.278","702.278","100","0","702.278","0","0","0","0","702.278","0","1000701","0"
"04/01/2007 07:00:00","0","0","-66.89243","90","0","0","7.3","2.8","627.7166","0","7.3","0","627.7166","627.7166","100","0","627.7166","0","0","0","0","627.7166","0","1000627","0"
"04/01/2007 08:00:00","0.091","6.575905","-59.7583","83.90871","0.08632591","404.0913","10.6352","3","776.8392","0","8.5","0","1174.869","1174.869","100.5159","0","1180.93","404.0913","398.0299","0","0","776.8392","404.0913","1000776","404.0913"
"04/01/2007 09:00:00","0.283","17.4936","-51.08326","70.43976","0.3110576","1425.09","18.53686","2.9","702.278","0","10.8","0","2105.992","2105.992","101.015","0","2127.368","1425.09","1403.714","0","0","702.278","1425.09","1000701","1425.09"
"04/01/2007 10:00:00","0.473","26.98695","-40.21513","57.47427","0.5566249","2489.883","27.12867","3.3","1111.371","0","13.2","0","3563.905","3563.905","101.048","0","3601.253","2489.883","2452.534","0","0","1111.371","2489.883","1001110","2489.883"
"04/01/2007 11:00:00","0.616","34.30821","-26.56634","45.49845","0.7613272","3333.389","34.65148","3.3","1111.371","0","15.5","0","4394.758","4394.758","101.1377","0","4444.759","3333.389","3283.388","0","0","1111.371","3333.389","1001110","3333.389"
"04/01/2007 12:00:00","0.693","38.51236","-10.18159","35.56823","0.8981708","3871.117","40.07934","4.4","2850.746","0","17.4","0","6663.796","6663.796","100.8714","0","6721.863","3871.117","3813.05","0","0","2850.746","3871.117","1002850","3871.117"
"04/01/2007 13:00:00","0.7","38.8204","7.538623","29.83098","0.9585768","4096.759","42.95294","3.5","1352.06","0","18.7","0","5387.367","5387.367","101.1407","0","5448.819","4096.759","4035.308","0","0","1352.06","4096.759","1001351","4096.759"
"04/01/2007 14:00:00","0.635","35.16631","24.252","30.74366","0.9340101","3989.631","43.13435","3","776.8392","0","19.5","0","4706.625","4706.625","101.2715","0","4766.47","3989.631","3929.786","0","0","776.8392","3989.631","1000776","3989.631"
"04/01/2007 15:00:00","0.506","28.25298","38.34337","37.82663","0.8254263","3553.755","40.44783","3","776.8392","0","19.6","0","4277.288","4277.288","101.2463","0","4330.594","3553.755","3500.449","0","0","776.8392","3553.755","1000776","3553.755"
"04/01/2007 16:00:00","0.324","19.03307","49.60026","48.43567","0.6248395","2735.262","34.71882","3.3","1111.371","0","19","0","3805.604","3805.604","101.0781","0","3846.632","2735.262","2694.233","0","0","1111.371","2735.262","1001110","2735.262"
"04/01/2007 17:00:00","0.12","8.29279","58.56271","60.73504","0.318135","1429.798","25.45148","3.6","1472.404","0","17.5","0","2880.755","2880.755","100.7445","0","2902.202","1429.798","1408.351","0","0","1472.404","1429.798","1001471","1429.798"
"04/01/2007 18:00:00","0.001","0","65.89152","90","0","0","15.8","3.3","1111.371","0","15.8","0","1111.371","1111.371","100","0","1111.371","0","0","0","0","1111.371","0","1001110","0"
"04/01/2007 19:00:00","0","0","72.15047","90","0","0","14.8","3.3","1111.371","0","14.8","0","1111.371","1111.371","100","0","1111.371","0","0","0","0","1111.371","0","1001110","0"
"04/01/2007 20:00:00","0","0","77.80985","90","0","0","13.8","2.5","404.0327","0","13.8","0","404.0327","404.0327","100","0","404.0327","0","0","0","0","404.0327","0","1000403","0"
"04/01/2007 21:00:00","0","0","83.3438","90","0","0","12.7","2.8","627.7166","0","12.7","0","627.7166","627.7166","100","0","627.7166","0","0","0","0","627.7166","0","1000627","0"
"04/01/2007 22:00:00","0","0","89.47607","90","0","0","11.7","2.6","478.5939","0","11.7","0","478.5939","478.5939","100","0","478.5939","0","0","0","0","478.5939","0","1000478","0"
"04/01/2007 23:00:00","0","0","98.17477","90","0","0","10.7","2.6","478.5939","0","10.7","0","478.5939","478.5939","100","0","478.5939","0","0","0","0","478.5939","0","1000478","0"
"05/01/2007 00:00:00","0","0","121.5135","90","0","0","9.9","3.5","1352.06","0","9.9","0","1352.06","1352.06","100","0","1352.06","0","0","0","0","1352.06","0","1001351","0"
"05/01/2007 01:00:00","0","0","-131.3188","90","0","0","9.1","3.9","1889.298","0","9.1","0","1889.298","1889.298","100","0","1889.298","0","0","0","0","1889.298","0","1001888","0"
"05/01/2007 02:00:00","0","0","-100.4265","90","0","0","8.3","4.2","2466.167","0","8.3","0","2466.167","2466.167","100","0","2466.167","0","0","0","0","2466.167","0","1002465","0"
"05/01/2007 03:00:00","0","0","-90.7574","90","0","0","7.9","3.6","1472.404","0","7.9","0","1472.404","1472.404","100","0","1472.404","0","0","0","0","1472.404","0","1001471","0"
"05/01/2007 04:00:00","0","0","-84.37281","90","0","0","7.5","3.9","1889.298","0","7.5","0","1889.298","1889.298","100","0","1889.298","0","0","0","0","1889.298","0","1001888","0"
"05/01/2007 05:00:00","0","0","-78.78358","90","0","0","7.3","3.5","1352.06","0","7.3","0","1352.06","1352.06","100","0","1352.06","0","0","0","0","1352.06","0","1001351","0"
"05/01/2007 06:00:00","0","0","-73.16563","90","0","0","7","3.9","1889.298","0","7","0","1889.298","1889.298","100","0","1889.298","0","0","0","0","1889.298","0","1001888","0"
"05/01/2007 07:00:00","0","0","-67.02411","90","0","0","7","3.5","1352.06","0","7","0","1352.06","1352.06","100","0","1352.06","0","0","0","0","1352.06","0","1001351","0"
"05/01/2007 08:00:00","0.087","6.545283","-59.89419","83.99241","0.08227795","385.4544","10.33464","3.5","1352.06","0","8.3","0","1731.732","1731.732","100.3339","0","1737.514","385.4544","379.6725","0","0","1352.06","385.4544","1001351","385.4544"
"05/01/2007 09:00:00","0.274","17.48125","-51.22782","70.51035","0.2990284","1371.87","18.03503","3.5","1352.06","0","10.6","0","2703.352","2703.352","100.7612","0","2723.93","1371.87","1351.292","0","0","1352.06","1371.87","1001351","1371.87"
"05/01/2007 10:00:00","0.458","26.99866","-40.36993","57.52718","0.5360708","2402.129","26.50851","3.3","1111.371","0","13.1","0","3477.468","3477.468","101.0362","0","3513.5","2402.129","2366.097","0","0","1111.371","2402.129","1001110","2402.129"
"05/01/2007 11:00:00","0.597","34.35028","-26.72604","45.52507","0.7349932","3224.303","33.98039","3.5","1352.06","0","15.5","0","4527.998","4527.998","101.0681","0","4576.362","3224.303","3175.938","0","0","1352.06","3224.303","1001351","3224.303"
"05/01/2007 12:00:00","0.671","38.5884","-10.3295","35.55344","0.8666928","3744.26","39.27223","3.5","1352.06","0","17.4","0","5040.156","5040.156","101.1143","0","5096.32","3744.26","3688.096","0","0","1352.06","3744.26","1001351","3744.26"
"05/01/2007 13:00:00","0.671","38.92692","7.425052","29.75797","0.9145258","3920.375","41.92186","4.4","2850.746","0","18.8","0","6712.315","6712.315","100.8761","0","6771.121","3920.375","3861.569","0","0","2850.746","3920.375","1002850","3920.375"
"05/01/2007 14:00:00","0.605","35.29305","24.18382","30.62186","0.882825","3784.497","41.92035","4.4","2850.746","0","19.6","0","6578.476","6578.476","100.8629","0","6635.244","3784.497","3727.73","0","0","2850.746","3784.497","1002850","3784.497"
"05/01/2007 15:00:00","0.476","28.38914","38.31496","37.68868","0.7625165","3297.405","38.93874","4.4","2850.746","0","19.7","0","6098.69","6098.69","100.811","0","6148.151","3297.405","3247.944","0","0","2850.746","3297.405","1002850","3297.405"
"05/01/2007 16:00:00","0.3","19.17151","49.60023","48.29961","0.5500018","2420.131","32.9188","5.4","5425.183","0","19.1","0","7809.012","7809.012","100.4649","0","7845.313","2420.131","2383.829","0","0","5425.183","2420.131","1005424","2420.131"
"05/01/2007 17:00:00","0.11","8.429887","58.58212","60.60581","0.2499231","1128.308","23.83952","5.8","6864.085","0","17.6","0","7975.469","7975.469","100.2122","0","7992.394","1128.308","1111.384","0","0","6864.085","1128.308","1006863","1128.308"
"05/01/2007 18:00:00","0","0","65.92538","90","0","0","16","5.6","6144.633","0","16","0","6144.633","6144.633","100","0","6144.633","0","0","0","0","6144.633","0","1006144","0"
"05/01/2007 19:00:00","0","0","72.19714","90","0","0","14.9","3.6","1472.404","0","14.9","0","1472.404","1472.404","100","0","1472.404","0","0","0","0","1472.404","0","1001471","0"
"05/01/2007 20:00:00","0","0","77.87045","90","0","0","13.9","4.2","2466.167","0","13.9","0","2466.167","2466.167","100","0","2466.167","0","0","0","0","2466.167","0","1002465","0"
"05/01/2007 21:00:00","0","0","83.42277","90","0","0","12.8","4.2","2466.167","0","12.8","0","2466.167","2466.167","100","0","2466.167","0","0","0","0","2466.167","0","1002465","0"
"05/01/2007 22:00:00","0","0","89.58317","90","0","0","11.8","3.8","1713.093","0","11.8","0","1713.093","1713.093","100","0","1713.093","0","0","0","0","1713.093","0","1001712","0"
"05/01/2007 23:00:00","0","0","98.32877","90","0","0","10.7","3.9","1889.298","0","10.7","0","1889.298","1889.298","100","0","1889.298","0","0","0","0","1889.298","0","1001888","0"
"06/01/2007 00:00:00","0","0","121.6636","90","0","0","9.8","5.1","4579.4","0","9.8","0","4579.4","4579.4","100","0","4579.4","0","0","0","0","4579.4","0","1004578","0"
"06/01/2007 01:00:00","0","0","-132.3823","90","0","0","8.7","5.4","5425.183","0","8.7","0","5425.183","5425.183","100","0","5425.183","0","0","0","0","5425.183","0","1005424","0"
"06/01/2007 02:00:00","0","0","-100.8072","90","0","0","7.7","6.2","8369.093","0","7.7","0","8369.093","8369.093","100","0","8369.093","0","0","0","0","8369.093","0","1008368","0"
"06/01/2007 03:00:00","0","0","-90.98853","90","0","0","7.2","6","7583.536","0","7.2","0","7583.536","7583.536","100","0","7583.536","0","0","0","0","7583.536","0","1007583","0"
"06/01/2007 04:00:00","0","0","-84.54851","90","0","0","6.6","4.9","4045.699","0","6.6","0","4045.699","4045.699","100","0","4045.699","0","0","0","0","4045.699","0","1004045","0"
"06/01/2007 05:00:00","0","0","-78.93412","90","0","0","6.2","4.6","3245.145","0","6.2","0","3245.145","3245.145","100","0","3245.145","0","0","0","0","3245.145","0","1003244","0"
"06/01/2007 06:00:00","0","0","-73.30518","90","0","0","5.9","4.9","4045.699","0","5.9","0","4045.699","4045.699","100","0","4045.699","0","0","0","0","4045.699","0","1004045","0"
"06/01/2007 07:00:00","0","0","-67.16123","90","0","0","5.8","5.1","4579.4","0","5.8","0","4579.4","4579.4","100","0","4579.4","0","0","0","0","4579.4","0","1004578","0"
"06/01/2007 08:00:00","0.089","6.519207","-60.03505","84.07401","0.08355072","392.649","9.164402","5.1","4579.4","0","7.1","0","4966.16","4966.16","100.1186","0","4972.049","392.649","386.7593","0","0","4579.4","392.649","1004578","392.649"
"06/01/2007 09:00:00","0.282","17.47398","-51.37687","70.57819","0.3083397","1418.762","16.96073","4.6","3245.145","0","9.3","0","4642.625","4642.625","100.4584","0","4663.907","1418.762","1397.48","0","0","3245.145","1418.762","1003244","1418.762"
"06/01/2007 10:00:00","0.467","27.01607","-40.52851","57.57659","0.5468612","2457.648","25.46843","5.4","5425.183","0","11.8","0","7845.966","7845.966","100.4699","0","7882.831","2457.648","2420.783","0","0","5425.183","2457.648","1005424","2457.648"
"06/01/2007 11:00:00","0.608","34.3986","-26.88828","45.5473","0.7484675","3293.553","32.90506","6.2","8369.093","0","14.1","0","11613.24","11613.24","100.4254","0","11662.65","3293.553","3244.15","0","0","8369.093","3293.553","1008368","3293.553"
"06/01/2007 12:00:00","0.684","38.671","-10.47792","35.5332","0.8833","3827.095","38.27591","7.3","13409.05","0","16","0","17178.74","17178.74","100.3342","0","17236.14","3827.095","3769.688","0","0","13409.05","3827.095","1013408","3827.095"
