999;Adrar;;1;27.970;0.180;307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date (MM/DD/YYYY);Time (HH:MM);ETR (W/m^2);ETRN (W/m^2);GHI (W/m^2);GHI source;GHI uncert (%);DNI (W/m^2);DNI source;DNI uncert (%);DHI (W/m^2);DHI source;DHI uncert (%);GH illum (lx);GH illum source;Global illum uncert (%);DN illum (lx);DN illum source;DN illum uncert (%);DH illum (lx);DH illum source;DH illum uncert (%);Zenith lum (cd/m^2);Zenith lum source;Zenith lum uncert (%);TotCld (tenths);TotCld source;TotCld uncert (code);OpqCld (tenths);OpqCld source;OpqCld uncert (code);Dry-bulb (C);Dry-bulb source;Dry-bulb uncert (code);Dew-point (C);Dew-point source;Dew-point uncert (code);RHum (%);RHum source;RHum uncert (code);Pressure (mbar);Pressure source;Pressure uncert (code);Wdir (degrees);Wdir source;Wdir uncert (code);Wspd (m/s);Wspd source;Wspd uncert (code);Hvis (m);Hvis source;Hvis uncert (code);CeilHgt (m);CeilHgt source;CeilHgt uncert (code);Pwat (cm);Pwat source;Pwat uncert (code);AOD (unitless);AOD source;AOD uncert (code);Alb (unitless);Alb source;Alb uncert (code);Lprecip depth (mm);Lprecip quantity (hr);Lprecip source;Lprecip uncert (code)
01/01/2005;01:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;13.8;E;8;2.3;E;8;46;E;8;979;E;8;83;E;8;3.0;E;8;-9990;0;0;-9990;0;0;1.090;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;02:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;13.1;E;8;2.3;E;8;48;E;8;979;E;8;72;E;8;2.6;E;8;-9990;0;0;-9990;0;0;1.092;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;03:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;12.5;E;8;1.8;E;8;48;E;8;979;E;8;69;E;8;2.7;E;8;-9990;0;0;-9990;0;0;1.050;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;04:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;12.2;E;8;1.6;E;8;48;E;8;979;E;8;130;E;8;3.0;E;8;-9990;0;0;-9990;0;0;1.034;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;05:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;11.9;E;8;1.3;E;8;48;E;8;979;E;8;83;E;8;2.5;E;8;-9990;0;0;-9990;0;0;1.013;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;06:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;11.7;E;8;1.5;E;8;50;E;8;979;E;8;72;E;8;2.7;E;8;-9990;0;0;-9990;0;0;1.033;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;07:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;11.5;E;8;1.2;E;8;49;E;8;979;E;8;96;E;8;2.3;E;8;-9990;0;0;-9990;0;0;1.008;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;08:00;1;64;0;3;10;0;3;20;0;3;10;8;3;10;3;3;20;8;3;10;-9990;0;0;0;E;8;0;E;8;11.5;E;8;0.8;E;8;48;E;8;979;E;8;57;E;8;3.0;E;8;-9990;0;0;-9990;0;0;0.984;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;09:00;169;1412;89;3;10;412;3;20;40;3;10;9159;3;10;25902;3;20;6052;3;10;-9990;0;0;0;E;8;0;E;8;12.9;E;8;1.2;E;8;45;E;8;979;E;8;79;E;8;2.9;E;8;-9990;0;0;-9990;0;0;1.008;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;10:00;430;1412;276;3;10;741;3;20;51;3;10;29438;3;10;70346;3;20;8004;3;10;-9990;0;0;0;E;8;0;E;8;15.2;E;8;1.4;E;8;39;E;8;979;E;8;118;E;8;4.9;E;8;-9990;0;0;-9990;0;0;1.026;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;11:00;644;1412;456;3;10;884;3;20;53;3;10;48941;3;10;89630;3;20;8055;3;10;-9990;0;0;0;E;8;0;E;8;17.8;E;8;-0.8;E;8;28;E;8;979;E;8;50;E;8;4.6;E;8;-9990;0;0;-9990;0;0;0.876;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;12:00;796;1412;593;3;10;945;3;20;60;3;10;63444;3;10;96684;3;20;8911;3;10;-9990;0;0;0;E;8;0;E;8;20.2;E;8;-1.1;E;8;24;E;8;979;E;8;91;E;8;4.9;E;8;-9990;0;0;-9990;0;0;0.856;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;13:00;877;1412;663;3;10;960;3;20;67;3;10;70742;3;10;98291;3;20;9709;3;10;-9990;0;0;0;E;8;0;E;8;22.2;E;8;-1.4;E;8;21;E;8;979;E;8;100;E;8;5.6;E;8;-9990;0;0;-9990;0;0;0.843;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;14:00;879;1412;664;3;10;957;3;20;68;3;10;70752;3;10;97791;3;20;9827;3;10;-9990;0;0;0;E;8;0;E;8;23.6;E;8;-1.9;E;8;18;E;8;979;E;8;13;E;8;6.0;E;8;-9990;0;0;-9990;0;0;0.815;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;15:00;805;1412;596;3;10;937;3;20;62;3;10;63696;3;10;95620;3;20;9182;3;10;-9990;0;0;0;E;8;0;E;8;24.4;E;8;-1.8;E;8;18;E;8;979;E;8;55;E;8;5.6;E;8;-9990;0;0;-9990;0;0;0.820;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;16:00;658;1412;466;3;10;884;3;20;54;3;10;49941;3;10;89519;3;20;8238;3;10;-9990;0;0;0;E;8;0;E;8;24.5;E;8;-1.2;E;8;18;E;8;979;E;8;86;E;8;6.6;E;8;-9990;0;0;-9990;0;0;0.855;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;17:00;448;1412;289;3;10;747;3;20;52;3;10;30748;3;10;71133;3;20;8176;3;10;-9990;0;0;0;E;8;0;E;8;23.8;E;8;-0.7;E;8;20;E;8;979;E;8;36;E;8;5.8;E;8;-9990;0;0;-9990;0;0;0.884;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;18:00;190;1412;102;3;10;479;3;20;37;3;10;10517;3;10;35391;3;20;5752;3;10;-9990;0;0;0;E;8;0;E;8;22.4;E;8;-0.4;E;8;22;E;8;979;E;8;65;E;8;6.0;E;8;-9990;0;0;-9990;0;0;0.904;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;19:00;4;115;0;3;10;0;3;20;0;3;10;34;3;10;5;3;20;34;3;10;-9990;0;0;0;E;8;0;E;8;20.7;E;8;-0.4;E;8;24;E;8;979;E;8;52;E;8;4.9;E;8;-9990;0;0;-9990;0;0;0.900;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;20:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;19.5;E;8;1.3;E;8;30;E;8;979;E;8;101;E;8;4.4;E;8;-9990;0;0;-9990;0;0;1.018;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;21:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;18.4;E;8;1.1;E;8;31;E;8;978;E;8;114;E;8;3.9;E;8;-9990;0;0;-9990;0;0;1.002;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;22:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;17.2;E;8;0.4;E;8;32;E;8;978;E;8;75;E;8;3.0;E;8;-9990;0;0;-9990;0;0;0.955;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;23:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;16.0;E;8;-1.1;E;8;31;E;8;978;E;8;85;E;8;2.6;E;8;-9990;0;0;-9990;0;0;0.859;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/01/2005;24:00:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;14.8;E;8;-0.8;E;8;34;E;8;978;E;8;36;E;8;2.5;E;8;-9990;0;0;-9990;0;0;0.877;E;8;0.157;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;01:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;13.6;E;8;-1.0;E;8;36;E;8;978;E;8;67;E;8;2.5;E;8;-9990;0;0;-9990;0;0;0.863;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;02:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;12.3;E;8;-1.7;E;8;38;E;8;978;E;8;40;E;8;3.5;E;8;-9990;0;0;-9990;0;0;0.826;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;03:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;11.0;E;8;-1.6;E;8;42;E;8;978;E;8;100;E;8;5.1;E;8;-9990;0;0;-9990;0;0;0.832;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;04:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;10.3;E;8;-1.7;E;8;43;E;8;978;E;8;20;E;8;4.6;E;8;-9990;0;0;-9990;0;0;0.826;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;05:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;9.6;E;8;-1.5;E;8;46;E;8;978;E;8;52;E;8;4.4;E;8;-9990;0;0;-9990;0;0;0.838;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;06:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;9.1;E;8;-1.5;E;8;47;E;8;978;E;8;35;E;8;3.8;E;8;-9990;0;0;-9990;0;0;0.837;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;07:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.6;E;8;-1.7;E;8;48;E;8;978;E;8;52;E;8;4.2;E;8;-9990;0;0;-9990;0;0;0.825;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;08:00;1;61;0;3;10;0;3;20;0;3;10;7;3;10;3;3;20;7;3;10;-9990;0;0;0;E;8;0;E;8;8.5;E;8;-2.4;E;8;46;E;8;978;E;8;29;E;8;3.1;E;8;-9990;0;0;-9990;0;0;0.786;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;09:00;168;1412;92;3;10;488;3;20;33;3;10;9188;3;10;31752;3;20;5401;3;10;-9990;0;0;0;E;8;0;E;8;9.7;E;8;-2.6;E;8;42;E;8;978;E;8;84;E;8;3.6;E;8;-9990;0;0;-9990;0;0;0.772;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;10:00;430;1412;283;3;10;778;3;20;46;3;10;30293;3;10;75661;3;20;7268;3;10;-9990;0;0;0;E;8;0;E;8;11.8;E;8;-1.4;E;8;40;E;8;978;E;8;91;E;8;3.8;E;8;-9990;0;0;-9990;0;0;0.841;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;11:00;644;1412;466;3;10;910;3;20;51;3;10;49998;3;10;92699;3;20;7711;3;10;-9990;0;0;0;E;8;0;E;8;14.1;E;8;-1.0;E;8;35;E;8;978;E;8;57;E;8;4.6;E;8;-9990;0;0;-9990;0;0;0.863;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;12:00;797;1412;601;3;10;960;3;20;59;3;10;64291;3;10;98382;3;20;8758;3;10;-9990;0;0;0;E;8;0;E;8;16.2;E;8;-1.7;E;8;29;E;8;978;E;8;121;E;8;4.2;E;8;-9990;0;0;-9990;0;0;0.822;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;13:00;878;1412;673;3;10;977;3;20;65;3;10;71767;3;10;100130;3;20;9505;3;10;-9990;0;0;0;E;8;0;E;8;17.8;E;8;-2.1;E;8;26;E;8;978;E;8;86;E;8;5.6;E;8;-9990;0;0;-9990;0;0;0.802;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;14:00;881;1412;675;3;10;977;3;20;66;3;10;72022;3;10;100068;3;20;9549;3;10;-9990;0;0;0;E;8;0;E;8;19.0;E;8;-2.2;E;8;23;E;8;978;E;8;61;E;8;6.0;E;8;-9990;0;0;-9990;0;0;0.793;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;15:00;807;1412;610;3;10;963;3;20;60;3;10;65288;3;10;98707;3;20;8850;3;10;-9990;0;0;0;E;8;0;E;8;19.7;E;8;-1.5;E;8;24;E;8;978;E;8;60;E;8;5.1;E;8;-9990;0;0;-9990;0;0;0.838;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;16:00;660;1412;481;3;10;919;3;20;51;3;10;51604;3;10;93704;3;20;7768;3;10;-9990;0;0;0;E;8;0;E;8;19.8;E;8;-1.1;E;8;24;E;8;978;E;8;67;E;8;5.8;E;8;-9990;0;0;-9990;0;0;0.861;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;17:00;451;1412;300;3;10;794;3;20;47;3;10;32186;3;10;77758;3;20;7344;3;10;-9990;0;0;0;E;8;0;E;8;19.1;E;8;-0.7;E;8;26;E;8;978;E;8;66;E;8;5.1;E;8;-9990;0;0;-9990;0;0;0.881;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;18:00;193;1412;106;3;10;503;3;20;37;3;10;10952;3;10;38261;3;20;5714;3;10;-9990;0;0;0;E;8;0;E;8;17.6;E;8;0.4;E;8;31;E;8;978;E;8;96;E;8;5.4;E;8;-9990;0;0;-9990;0;0;0.954;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;19:00;4;123;0;3;10;0;3;20;0;3;10;36;3;10;5;3;20;36;3;10;-9990;0;0;0;E;8;0;E;8;16.0;E;8;-0.6;E;8;32;E;8;978;E;8;107;E;8;3.6;E;8;-9990;0;0;-9990;0;0;0.891;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;20:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;15.0;E;8;1.2;E;8;39;E;8;978;E;8;78;E;8;2.8;E;8;-9990;0;0;-9990;0;0;1.007;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;21:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;14.0;E;8;2.5;E;8;45;E;8;978;E;8;108;E;8;2.2;E;8;-9990;0;0;-9990;0;0;1.104;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;22:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;13.0;E;8;3.2;E;8;51;E;8;978;E;8;110;E;8;1.8;E;8;-9990;0;0;-9990;0;0;1.162;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;23:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;12.0;E;8;2.6;E;8;52;E;8;978;E;8;132;E;8;1.4;E;8;-9990;0;0;-9990;0;0;1.110;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/02/2005;24:00:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;11.0;E;8;3.1;E;8;58;E;8;978;E;8;233;E;8;0.9;E;8;-9990;0;0;-9990;0;0;1.154;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;01:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;10.4;E;8;3.7;E;8;63;E;8;978;E;8;299;E;8;0.7;E;8;-9990;0;0;-9990;0;0;1.198;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;02:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;9.8;E;8;3.7;E;8;66;E;8;978;E;8;305;E;8;0.6;E;8;-9990;0;0;-9990;0;0;1.202;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;03:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;9.2;E;8;2.9;E;8;65;E;8;979;E;8;302;E;8;1.2;E;8;-9990;0;0;-9990;0;0;1.140;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;04:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.8;E;8;3.1;E;8;67;E;8;979;E;8;261;E;8;1.0;E;8;-9990;0;0;-9990;0;0;1.155;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;05:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.5;E;8;3.2;E;8;69;E;8;979;E;8;309;E;8;0.7;E;8;-9990;0;0;-9990;0;0;1.159;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;06:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.3;E;8;2.8;E;8;68;E;8;979;E;8;261;E;8;0.5;E;8;-9990;0;0;-9990;0;0;1.126;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;07:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.1;E;8;4.3;E;8;77;E;8;979;E;8;308;E;8;0.7;E;8;-9990;0;0;-9990;0;0;1.257;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;08:00;1;58;0;3;10;0;3;20;0;3;10;7;3;10;3;3;20;7;3;10;-9990;0;0;0;E;8;0;E;8;8.1;E;8;4.5;E;8;78;E;8;979;E;8;255;E;8;0.9;E;8;-9990;0;0;-9990;0;0;1.267;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;09:00;167;1412;92;3;10;498;3;20;33;3;10;9289;3;10;33407;3;20;5325;3;10;-9990;0;0;0;E;8;0;E;8;9.6;E;8;4.5;E;8;71;E;8;979;E;8;171;E;8;1.2;E;8;-9990;0;0;-9990;0;0;1.271;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;10:00;429;1412;286;3;10;788;3;20;46;3;10;30795;3;10;77543;3;20;7219;3;10;-9990;0;0;0;E;8;0;E;8;12.1;E;8;4.5;E;8;60;E;8;979;E;8;102;E;8;1.6;E;8;-9990;0;0;-9990;0;0;1.271;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;11:00;644;1412;470;3;10;919;3;20;50;3;10;50624;3;10;94068;3;20;7702;3;10;-9990;0;0;0;E;8;0;E;8;14.7;E;8;2.2;E;8;43;E;8;979;E;8;103;E;8;2.3;E;8;-9990;0;0;-9990;0;0;1.085;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;12:00;798;1412;609;3;10;972;3;20;60;3;10;65367;3;10;100058;3;20;8835;3;10;-9990;0;0;0;E;8;0;E;8;17.2;E;8;1.7;E;8;35;E;8;979;E;8;70;E;8;2.6;E;8;-9990;0;0;-9990;0;0;1.047;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;13:00;879;1412;686;3;10;994;3;20;67;3;10;73416;3;10;102271;3;20;9725;3;10;-9990;0;0;0;E;8;0;E;8;19.3;E;8;1.4;E;8;30;E;8;979;E;8;90;E;8;3.1;E;8;-9990;0;0;-9990;0;0;1.023;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;14:00;883;1412;691;3;10;996;3;20;68;3;10;73939;3;10;102473;3;20;9823;3;10;-9990;0;0;0;E;8;0;E;8;20.8;E;8;1.6;E;8;28;E;8;979;E;8;59;E;8;2.9;E;8;-9990;0;0;-9990;0;0;1.035;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;15:00;810;1412;628;3;10;984;3;20;64;3;10;67260;3;10;100943;3;20;9367;3;10;-9990;0;0;0;E;8;0;E;8;21.7;E;8;1.1;E;8;25;E;8;979;E;8;100;E;8;2.5;E;8;-9990;0;0;-9990;0;0;1.000;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;16:00;663;1412;498;3;10;943;3;20;55;3;10;53397;3;10;95903;3;20;8338;3;10;-9990;0;0;0;E;8;0;E;8;21.9;E;8;0.0;E;8;23;E;8;979;E;8;114;E;8;2.8;E;8;-9990;0;0;-9990;0;0;0.927;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;17:00;454;1412;317;3;10;830;3;20;50;3;10;33881;3;10;81246;3;20;7742;3;10;-9990;0;0;0;E;8;0;E;8;21.2;E;8;0.0;E;8;24;E;8;979;E;8;97;E;8;3.9;E;8;-9990;0;0;-9990;0;0;0.929;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;18:00;197;1412;116;3;10;600;3;20;32;3;10;11801;3;10;46836;3;20;5280;3;10;-9990;0;0;0;E;8;0;E;8;19.7;E;8;0.5;E;8;27;E;8;979;E;8;69;E;8;5.4;E;8;-9990;0;0;-9990;0;0;0.961;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;19:00;5;131;0;3;10;0;3;20;0;3;10;64;3;10;7;3;20;64;3;10;-9990;0;0;0;E;8;0;E;8;18.0;E;8;1.3;E;8;32;E;8;979;E;8;30;E;8;4.6;E;8;-9990;0;0;-9990;0;0;1.016;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;20:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;16.9;E;8;2.6;E;8;38;E;8;979;E;8;22;E;8;3.5;E;8;-9990;0;0;-9990;0;0;1.110;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;21:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;15.9;E;8;2.8;E;8;41;E;8;979;E;8;59;E;8;3.1;E;8;-9990;0;0;-9990;0;0;1.129;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;22:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;14.8;E;8;2.9;E;8;45;E;8;978;E;8;43;E;8;3.3;E;8;-9990;0;0;-9990;0;0;1.138;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;23:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;13.8;E;8;2.9;E;8;48;E;8;978;E;8;40;E;8;3.1;E;8;-9990;0;0;-9990;0;0;1.133;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/03/2005;24:00:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;12.7;E;8;2.7;E;8;50;E;8;978;E;8;25;E;8;3.3;E;8;-9990;0;0;-9990;0;0;1.119;E;8;0.140;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;01:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;11.6;E;8;1.5;E;8;50;E;8;978;E;8;53;E;8;3.1;E;8;-9990;0;0;-9990;0;0;1.033;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;02:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;10.5;E;8;1.1;E;8;52;E;8;978;E;8;60;E;8;3.1;E;8;-9990;0;0;-9990;0;0;1.001;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;03:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;9.4;E;8;0.1;E;8;52;E;8;978;E;8;32;E;8;4.2;E;8;-9990;0;0;-9990;0;0;0.934;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;04:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.8;E;8;-0.1;E;8;54;E;8;978;E;8;18;E;8;4.6;E;8;-9990;0;0;-9990;0;0;0.924;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;05:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;8.2;E;8;0.3;E;8;57;E;8;978;E;8;32;E;8;4.6;E;8;-9990;0;0;-9990;0;0;0.944;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;06:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;7.7;E;8;-0.2;E;8;57;E;8;978;E;8;20;E;8;3.6;E;8;-9990;0;0;-9990;0;0;0.914;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;07:00;0;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;-9990;0;0;0;E;8;0;E;8;7.3;E;8;-0.5;E;8;57;E;8;978;E;8;33;E;8;2.9;E;8;-9990;0;0;-9990;0;0;0.898;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
01/04/2005;08:00;1;56;0;3;10;0;3;20;0;3;10;4;3;10;2;3;20;4;3;10;-9990;0;0;0;E;8;0;E;8;7.3;E;8;-0.8;E;8;57;E;8;978;E;8;101;E;8;2.8;E;8;-9990;0;0;-9990;0;0;0.880;E;8;0.146;E;8;0.20;E;8;0;-9990;0;0
